"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","B13_genomic","GCA_000409585.1_Hal1_genomic.NN","GCA_000735115.1_ASM73511v1_genomic.NM","GCA_000982455.1_ASM98245v1_genomic.NM","GCA_003336815.1_ASM333681v1_genomic.NM","GCA_004328925.1_ASM432892v1_genomic.NM","GCA_008831405.1_ASM883140v1_genomic.NM","GCA_011456075.1_ASM1145607v1_genomic.NM","GCA_013186645.1_ASM1318664v1_genomic.NM","GCA_013393725.1_ASM1339372v1_genomic.NM","GCA_018122435.1_ASM1812243v1_genomic.NN","GCA_018122445.1_ASM1812244v1_genomic.NN","GCA_018122455.1_ASM1812245v1_genomic.NN","GCA_018122465.1_ASM1812246v1_genomic.NN","GCA_018122475.1_ASM1812247v1_genomic.NN","GCA_018122535.1_ASM1812253v1_genomic.NN","GCA_019583555.1_ASM1958355v1_genomic.NN","GCA_022700895.1_ASM2270089v1_genomic.NN","GCA_023518255.2_ASM2351825v2_genomic.NM","GCA_024262185.1_ASM2426218v1_genomic.NM","GCA_030519455.1_ASM3051945v1_genomic.NM","GCA_030643765.1_ASM3064376v1_genomic.NM","GCA_032598945.1_ASM3259894v1_genomic.NN","GCA_036218465.1_ASM3621846v1_genomic.NM","GCA_036231745.1_ASM3623174v1_genomic.NM","GCA_038762065.1_ASM3876206v1_genomic.NM","GCA_038898345.1_ASM3889834v1_genomic.NM","GCA_040278585.1_ASM4027858v1_genomic.NM","GCA_050908195.1_ASM5090819v1_genomic.NN","GCA_051851495.1_ASM5185149v1_genomic.NM","GCA_052976505.1_ASM5297650v1_genomic.NN","GCA_053570475.1_ASM5357047v1_genomic.NM"
"norR_2","","Anaerobic nitric oxide reductase transcription regulator NorR","32","32","1","114","9062","","","","1997","2078","2075","CBPJGFDI_00717","JOALHOIP_03245","PLLECCHL_01616","CKPFFKFG_00505","EJLPBIDD_05261","KBFHEIFM_02455","LHNFOEJC_02420","OPAAANOD_00753","CBBMCBHD_02508","DDCFCBDF_01295","DFPKOMDA_02860","KAALHNMO_02499","MMHBEFPG_00690","ALMECFFD_00099","MLEOMEED_01104","AGNKOGBN_03967","NADAGIKK_02741","ADNDDJPL_01185","KKOACABF_01772","OCCFHEHO_01597","MDCBHCFC_00730","ELIPLHKN_02425","GIOCAJEK_02339","KINKNFBI_00346","PLHLKKDO_00745","FNPFPPAG_02440","MPDACFMJ_01458","DNCMPOJM_02478","LCJDOLDM_03467","AKHABIKF_03257","DHKOHJCB_02528","FAMPPICK_02570"
"buk2","","Butyrate kinase 2","32","32","1","114","9065","","","","1082","1085","1084","CBPJGFDI_00720","JOALHOIP_03248","PLLECCHL_01613","CKPFFKFG_00502","EJLPBIDD_05258","KBFHEIFM_02452","LHNFOEJC_02417","OPAAANOD_00750","CBBMCBHD_02511","DDCFCBDF_01298","DFPKOMDA_02863","KAALHNMO_02496","MMHBEFPG_00687","ALMECFFD_00096","MLEOMEED_01101","AGNKOGBN_03964","NADAGIKK_02744","ADNDDJPL_01188","KKOACABF_01769","OCCFHEHO_01594","MDCBHCFC_00733","ELIPLHKN_02428","GIOCAJEK_02336","KINKNFBI_00349","PLHLKKDO_00748","FNPFPPAG_02437","MPDACFMJ_01455","DNCMPOJM_02475","LCJDOLDM_03464","AKHABIKF_03254","DHKOHJCB_02525","FAMPPICK_02567"
"pdhD_1","","Dihydrolipoyl dehydrogenase","32","32","1","114","9066","","","","1424","1424","1424","CBPJGFDI_00721","JOALHOIP_03249","PLLECCHL_01612","CKPFFKFG_00501","EJLPBIDD_05257","KBFHEIFM_02451","LHNFOEJC_02416","OPAAANOD_00749","CBBMCBHD_02512","DDCFCBDF_01299","DFPKOMDA_02864","KAALHNMO_02495","MMHBEFPG_00686","ALMECFFD_00095","MLEOMEED_01100","AGNKOGBN_03963","NADAGIKK_02745","ADNDDJPL_01189","KKOACABF_01768","OCCFHEHO_01593","MDCBHCFC_00734","ELIPLHKN_02429","GIOCAJEK_02335","KINKNFBI_00350","PLHLKKDO_00749","FNPFPPAG_02436","MPDACFMJ_01454","DNCMPOJM_02474","LCJDOLDM_03463","AKHABIKF_03253","DHKOHJCB_02524","FAMPPICK_02566"
"artP","","Arginine-binding extracellular protein ArtP","32","32","1","114","9075","","","","767","767","767","CBPJGFDI_00729","JOALHOIP_03255","PLLECCHL_01604","CKPFFKFG_00493","EJLPBIDD_05248","KBFHEIFM_02443","LHNFOEJC_02408","OPAAANOD_00740","CBBMCBHD_02520","DDCFCBDF_01307","DFPKOMDA_02872","KAALHNMO_02487","MMHBEFPG_01161","ALMECFFD_00087","MLEOMEED_01092","AGNKOGBN_03955","NADAGIKK_02753","ADNDDJPL_01197","KKOACABF_01760","OCCFHEHO_01585","MDCBHCFC_00742","ELIPLHKN_02437","GIOCAJEK_02327","KINKNFBI_00358","PLHLKKDO_00757","FNPFPPAG_02428","MPDACFMJ_01446","DNCMPOJM_02466","LCJDOLDM_03454","AKHABIKF_03245","DHKOHJCB_02516","FAMPPICK_02558"
"artM","","Arginine transport ATP-binding protein ArtM","32","32","1","114","9078","","","","722","722","722","CBPJGFDI_00731","JOALHOIP_03257","PLLECCHL_01602","CKPFFKFG_00491","EJLPBIDD_05246","KBFHEIFM_02441","LHNFOEJC_02406","OPAAANOD_00738","CBBMCBHD_02522","DDCFCBDF_01309","DFPKOMDA_02874","KAALHNMO_02485","MMHBEFPG_01159","ALMECFFD_00085","MLEOMEED_01090","AGNKOGBN_03953","NADAGIKK_02755","ADNDDJPL_01199","KKOACABF_01758","OCCFHEHO_01583","MDCBHCFC_00744","ELIPLHKN_02439","GIOCAJEK_02325","KINKNFBI_00360","PLHLKKDO_00759","FNPFPPAG_02426","MPDACFMJ_01444","DNCMPOJM_02464","LCJDOLDM_03452","AKHABIKF_03243","DHKOHJCB_02514","FAMPPICK_02556"
"group_3117","","hypothetical protein","32","32","1","114","9080","","","","530","533","530","CBPJGFDI_00733","JOALHOIP_03259","PLLECCHL_01600","CKPFFKFG_00489","EJLPBIDD_05244","KBFHEIFM_02439","LHNFOEJC_02404","OPAAANOD_00736","CBBMCBHD_02524","DDCFCBDF_01311","DFPKOMDA_02876","KAALHNMO_02483","MMHBEFPG_01157","ALMECFFD_00083","MLEOMEED_01511","AGNKOGBN_03951","NADAGIKK_02757","ADNDDJPL_01201","KKOACABF_01756","OCCFHEHO_01581","MDCBHCFC_00746","ELIPLHKN_02441","GIOCAJEK_02323","KINKNFBI_00362","PLHLKKDO_00761","FNPFPPAG_02424","MPDACFMJ_01442","DNCMPOJM_02462","LCJDOLDM_03450","AKHABIKF_03241","DHKOHJCB_02512","FAMPPICK_02554"
"group_3123","","putative oxidoreductase","32","32","1","114","9104","","","","779","779","779","CBPJGFDI_00751","JOALHOIP_03277","PLLECCHL_01583","CKPFFKFG_00471","EJLPBIDD_02556","KBFHEIFM_02421","LHNFOEJC_02386","OPAAANOD_00717","CBBMCBHD_02542","DDCFCBDF_01329","DFPKOMDA_02893","KAALHNMO_02466","MMHBEFPG_01139","ALMECFFD_00065","MLEOMEED_01528","AGNKOGBN_03934","NADAGIKK_02775","ADNDDJPL_01218","KKOACABF_01738","OCCFHEHO_01563","MDCBHCFC_00764","ELIPLHKN_02458","GIOCAJEK_02305","KINKNFBI_00380","PLHLKKDO_00779","FNPFPPAG_02396","MPDACFMJ_01425","DNCMPOJM_02444","LCJDOLDM_03432","AKHABIKF_03223","DHKOHJCB_02494","FAMPPICK_02537"
"nudF","","ADP-ribose pyrophosphatase","32","32","1","114","9132","","","","557","557","557","CBPJGFDI_00769","JOALHOIP_03294","PLLECCHL_01565","CKPFFKFG_00453","EJLPBIDD_02580","KBFHEIFM_02403","LHNFOEJC_02368","OPAAANOD_00699","CBBMCBHD_02560","DDCFCBDF_01349","DFPKOMDA_02911","KAALHNMO_02448","MMHBEFPG_01121","ALMECFFD_00047","MLEOMEED_01546","AGNKOGBN_03916","NADAGIKK_02793","ADNDDJPL_01236","KKOACABF_01720","OCCFHEHO_01545","MDCBHCFC_00782","ELIPLHKN_02476","GIOCAJEK_02287","KINKNFBI_00398","PLHLKKDO_00797","FNPFPPAG_02378","MPDACFMJ_01407","DNCMPOJM_02426","LCJDOLDM_03414","AKHABIKF_03205","DHKOHJCB_02476","FAMPPICK_02519"
"group_3125","","hypothetical protein","32","32","1","114","9135","","","","350","350","350","CBPJGFDI_00771","JOALHOIP_03296","PLLECCHL_01563","CKPFFKFG_00451","EJLPBIDD_02582","KBFHEIFM_02401","LHNFOEJC_02366","OPAAANOD_00696","CBBMCBHD_02562","DDCFCBDF_01351","DFPKOMDA_02913","KAALHNMO_02446","MMHBEFPG_01119","ALMECFFD_00045","MLEOMEED_01548","AGNKOGBN_03914","NADAGIKK_02795","ADNDDJPL_01238","KKOACABF_01718","OCCFHEHO_01543","MDCBHCFC_00784","ELIPLHKN_02478","GIOCAJEK_02285","KINKNFBI_00400","PLHLKKDO_00799","FNPFPPAG_02376","MPDACFMJ_01405","DNCMPOJM_02424","LCJDOLDM_03412","AKHABIKF_03203","DHKOHJCB_02474","FAMPPICK_02517"
"spoIIM","","Stage II sporulation protein M","32","32","1","114","9143","","","","644","644","644","CBPJGFDI_00777","JOALHOIP_03302","PLLECCHL_01557","CKPFFKFG_00445","EJLPBIDD_02589","KBFHEIFM_02395","LHNFOEJC_02360","OPAAANOD_00688","CBBMCBHD_02568","DDCFCBDF_01357","DFPKOMDA_02919","KAALHNMO_02440","MMHBEFPG_01113","ALMECFFD_00039","MLEOMEED_01554","AGNKOGBN_03908","NADAGIKK_02801","ADNDDJPL_01244","KKOACABF_01712","OCCFHEHO_01537","MDCBHCFC_00790","ELIPLHKN_02484","GIOCAJEK_02279","KINKNFBI_00406","PLHLKKDO_00805","FNPFPPAG_02370","MPDACFMJ_01399","DNCMPOJM_02418","LCJDOLDM_03406","AKHABIKF_03197","DHKOHJCB_02468","FAMPPICK_02511"
"fur","","Ferric uptake regulation protein","32","32","1","114","9144","","","","434","449","448","CBPJGFDI_00778","JOALHOIP_03303","PLLECCHL_01556","CKPFFKFG_00444","EJLPBIDD_02590","KBFHEIFM_02394","LHNFOEJC_02359","OPAAANOD_00687","CBBMCBHD_02569","DDCFCBDF_01358","DFPKOMDA_02920","KAALHNMO_02439","MMHBEFPG_01112","ALMECFFD_00038","MLEOMEED_01555","AGNKOGBN_03907","NADAGIKK_02802","ADNDDJPL_01245","KKOACABF_01711","OCCFHEHO_01536","MDCBHCFC_00791","ELIPLHKN_02485","GIOCAJEK_02278","KINKNFBI_00407","PLHLKKDO_00806","FNPFPPAG_02369","MPDACFMJ_01398","DNCMPOJM_02417","LCJDOLDM_03405","AKHABIKF_03196","DHKOHJCB_02467","FAMPPICK_02510"
"group_3128","","hypothetical protein","32","32","1","114","9146","","","","227","227","227","CBPJGFDI_00779","JOALHOIP_03304","PLLECCHL_01555","CKPFFKFG_00443","EJLPBIDD_02591","KBFHEIFM_02393","LHNFOEJC_02358","OPAAANOD_00686","CBBMCBHD_02570","DDCFCBDF_01359","DFPKOMDA_02921","KAALHNMO_02438","MMHBEFPG_01111","ALMECFFD_00037","MLEOMEED_01556","AGNKOGBN_03906","NADAGIKK_02803","ADNDDJPL_01246","KKOACABF_01710","OCCFHEHO_01535","MDCBHCFC_00792","ELIPLHKN_02486","GIOCAJEK_02277","KINKNFBI_00408","PLHLKKDO_00807","FNPFPPAG_02368","MPDACFMJ_01397","DNCMPOJM_02416","LCJDOLDM_03404","AKHABIKF_03195","DHKOHJCB_02466","FAMPPICK_02509"
"spoIIAB","","Anti-sigma F factor","32","32","1","114","9153","","","","440","440","440","CBPJGFDI_00785","JOALHOIP_03310","PLLECCHL_01549","CKPFFKFG_00437","EJLPBIDD_02599","KBFHEIFM_02387","LHNFOEJC_02352","OPAAANOD_00680","CBBMCBHD_02576","DDCFCBDF_01365","DFPKOMDA_02927","KAALHNMO_02432","MMHBEFPG_01105","ALMECFFD_00031","MLEOMEED_01562","AGNKOGBN_03900","NADAGIKK_02809","ADNDDJPL_01252","KKOACABF_01704","OCCFHEHO_01529","MDCBHCFC_00798","ELIPLHKN_02492","GIOCAJEK_02271","KINKNFBI_00414","PLHLKKDO_00813","FNPFPPAG_02362","MPDACFMJ_01391","DNCMPOJM_02410","LCJDOLDM_03398","AKHABIKF_03189","DHKOHJCB_02460","FAMPPICK_02503"
"group_3130","","hypothetical protein","32","32","1","114","9155","","","","620","620","620","CBPJGFDI_00787","JOALHOIP_03312","PLLECCHL_01547","CKPFFKFG_00435","EJLPBIDD_02601","KBFHEIFM_02385","LHNFOEJC_02350","OPAAANOD_00678","CBBMCBHD_02578","DDCFCBDF_01367","DFPKOMDA_02929","KAALHNMO_02430","MMHBEFPG_01103","ALMECFFD_00029","MLEOMEED_01564","AGNKOGBN_03898","NADAGIKK_02811","ADNDDJPL_01254","KKOACABF_01702","OCCFHEHO_01527","MDCBHCFC_00800","ELIPLHKN_02494","GIOCAJEK_02269","KINKNFBI_00416","PLHLKKDO_00815","FNPFPPAG_02360","MPDACFMJ_01389","DNCMPOJM_02408","LCJDOLDM_03396","AKHABIKF_03187","DHKOHJCB_02458","FAMPPICK_02501"
"group_3131","","hypothetical protein","32","32","1","114","9156","","","","425","425","425","CBPJGFDI_00788","JOALHOIP_03313","PLLECCHL_01546","CKPFFKFG_00434","EJLPBIDD_02602","KBFHEIFM_02384","LHNFOEJC_02349","OPAAANOD_00677","CBBMCBHD_02579","DDCFCBDF_01368","DFPKOMDA_02930","KAALHNMO_02429","MMHBEFPG_01102","ALMECFFD_00028","MLEOMEED_01565","AGNKOGBN_03897","NADAGIKK_02812","ADNDDJPL_01255","KKOACABF_01701","OCCFHEHO_01526","MDCBHCFC_00801","ELIPLHKN_02495","GIOCAJEK_02268","KINKNFBI_00417","PLHLKKDO_00816","FNPFPPAG_02359","MPDACFMJ_01388","DNCMPOJM_02407","LCJDOLDM_03395","AKHABIKF_03186","DHKOHJCB_02457","FAMPPICK_02500"
"spoVAD","","Stage V sporulation protein AD","32","32","1","114","9158","","","","1016","1016","1016","CBPJGFDI_00790","JOALHOIP_03315","PLLECCHL_01544","CKPFFKFG_00432","EJLPBIDD_02604","KBFHEIFM_02382","LHNFOEJC_02347","OPAAANOD_00675","CBBMCBHD_02581","DDCFCBDF_01370","DFPKOMDA_02932","KAALHNMO_02427","MMHBEFPG_01100","ALMECFFD_00026","MLEOMEED_01567","AGNKOGBN_03895","NADAGIKK_02814","ADNDDJPL_01257","KKOACABF_01699","OCCFHEHO_01524","MDCBHCFC_00803","ELIPLHKN_02497","GIOCAJEK_02266","KINKNFBI_00419","PLHLKKDO_00818","FNPFPPAG_02357","MPDACFMJ_01386","DNCMPOJM_02405","LCJDOLDM_03393","AKHABIKF_03184","DHKOHJCB_02455","FAMPPICK_02498"
"group_3133","","hypothetical protein","32","32","1","114","9161","","","","611","617","611","CBPJGFDI_00792","JOALHOIP_03317","PLLECCHL_01542","CKPFFKFG_00430","EJLPBIDD_02606","KBFHEIFM_02380","LHNFOEJC_02345","OPAAANOD_00673","CBBMCBHD_02583","DDCFCBDF_01372","DFPKOMDA_02934","KAALHNMO_02425","MMHBEFPG_01098","ALMECFFD_00024","MLEOMEED_01569","AGNKOGBN_03893","NADAGIKK_02816","ADNDDJPL_01259","KKOACABF_01697","OCCFHEHO_01522","MDCBHCFC_00805","ELIPLHKN_02499","GIOCAJEK_02264","KINKNFBI_00421","PLHLKKDO_00820","FNPFPPAG_02355","MPDACFMJ_01384","DNCMPOJM_02403","LCJDOLDM_03391","AKHABIKF_03182","DHKOHJCB_02453","FAMPPICK_02496"
"ccsB","","Cytochrome c biogenesis protein CcsB","32","32","1","114","9193","","","","1628","1628","1628","CBPJGFDI_00822","JOALHOIP_01524","PLLECCHL_01517","CKPFFKFG_00406","EJLPBIDD_04769","KBFHEIFM_02348","LHNFOEJC_02321","OPAAANOD_00645","CBBMCBHD_02606","DDCFCBDF_01397","DFPKOMDA_02959","KAALHNMO_03968","MMHBEFPG_01073","ALMECFFD_03781","MLEOMEED_01594","AGNKOGBN_03868","NADAGIKK_02841","ADNDDJPL_01284","KKOACABF_02930","OCCFHEHO_01493","MDCBHCFC_00828","ELIPLHKN_02524","GIOCAJEK_02240","KINKNFBI_00445","PLHLKKDO_00849","FNPFPPAG_02328","MPDACFMJ_01359","DNCMPOJM_02378","LCJDOLDM_03361","AKHABIKF_03524","DHKOHJCB_02428","FAMPPICK_02471"
"ccsA_1","","Cytochrome c biogenesis protein CcsA","32","32","1","114","9194","","","","1175","1175","1175","CBPJGFDI_00823","JOALHOIP_01525","PLLECCHL_01516","CKPFFKFG_00405","EJLPBIDD_04770","KBFHEIFM_02347","LHNFOEJC_02320","OPAAANOD_00644","CBBMCBHD_02607","DDCFCBDF_01398","DFPKOMDA_02960","KAALHNMO_03969","MMHBEFPG_01072","ALMECFFD_03780","MLEOMEED_01595","AGNKOGBN_03867","NADAGIKK_02842","ADNDDJPL_01285","KKOACABF_02931","OCCFHEHO_01492","MDCBHCFC_00829","ELIPLHKN_02525","GIOCAJEK_02239","KINKNFBI_00446","PLHLKKDO_00850","FNPFPPAG_02327","MPDACFMJ_01358","DNCMPOJM_02377","LCJDOLDM_03360","AKHABIKF_03525","DHKOHJCB_02427","FAMPPICK_02470"
"sigX","","ECF RNA polymerase sigma factor SigX","32","32","1","114","9197","","","","584","584","584","CBPJGFDI_00826","JOALHOIP_01528","PLLECCHL_01513","CKPFFKFG_00402","EJLPBIDD_04773","KBFHEIFM_02344","LHNFOEJC_02317","OPAAANOD_00641","CBBMCBHD_02610","DDCFCBDF_01401","DFPKOMDA_02963","KAALHNMO_03972","MMHBEFPG_01069","ALMECFFD_03777","MLEOMEED_01598","AGNKOGBN_03864","NADAGIKK_02845","ADNDDJPL_01288","KKOACABF_02934","OCCFHEHO_01489","MDCBHCFC_00832","ELIPLHKN_02528","GIOCAJEK_02236","KINKNFBI_00449","PLHLKKDO_00853","FNPFPPAG_02324","MPDACFMJ_01355","DNCMPOJM_02374","LCJDOLDM_03357","AKHABIKF_03528","DHKOHJCB_02424","FAMPPICK_02467"
"fmnP","","Riboflavin transporter FmnP","32","32","1","114","9202","","","","572","572","572","CBPJGFDI_00830","JOALHOIP_01532","PLLECCHL_01509","CKPFFKFG_00398","EJLPBIDD_03693","KBFHEIFM_02340","LHNFOEJC_02313","OPAAANOD_00637","CBBMCBHD_02614","DDCFCBDF_01405","DFPKOMDA_02967","KAALHNMO_03976","MMHBEFPG_01065","ALMECFFD_03773","MLEOMEED_01602","AGNKOGBN_03860","NADAGIKK_02849","ADNDDJPL_01292","KKOACABF_02938","OCCFHEHO_01485","MDCBHCFC_00836","ELIPLHKN_02532","GIOCAJEK_02232","KINKNFBI_00453","PLHLKKDO_00857","FNPFPPAG_02320","MPDACFMJ_01351","DNCMPOJM_02370","LCJDOLDM_03353","AKHABIKF_03532","DHKOHJCB_02420","FAMPPICK_02463"
"sleB","","Spore cortex-lytic enzyme","32","32","1","114","9220","","","","788","917","912","CBPJGFDI_00842","JOALHOIP_01544","PLLECCHL_01497","CKPFFKFG_00386","EJLPBIDD_03679","KBFHEIFM_02328","LHNFOEJC_02301","OPAAANOD_00623","CBBMCBHD_02626","DDCFCBDF_01417","DFPKOMDA_02979","KAALHNMO_03988","MMHBEFPG_02008","ALMECFFD_03761","MLEOMEED_01614","AGNKOGBN_03848","NADAGIKK_02861","ADNDDJPL_01304","KKOACABF_02950","OCCFHEHO_01473","MDCBHCFC_00848","ELIPLHKN_02544","GIOCAJEK_02220","KINKNFBI_00465","PLHLKKDO_00869","FNPFPPAG_02308","MPDACFMJ_01339","DNCMPOJM_02358","LCJDOLDM_03341","AKHABIKF_03544","DHKOHJCB_02408","FAMPPICK_02451"
"cmk","","Cytidylate kinase","32","32","1","114","9227","","","","674","674","674","CBPJGFDI_00846","JOALHOIP_01548","PLLECCHL_01493","CKPFFKFG_00382","EJLPBIDD_03674","KBFHEIFM_02324","LHNFOEJC_02297","OPAAANOD_00618","CBBMCBHD_02630","DDCFCBDF_01421","DFPKOMDA_02983","KAALHNMO_03992","MMHBEFPG_02004","ALMECFFD_03757","MLEOMEED_01618","AGNKOGBN_03844","NADAGIKK_02865","ADNDDJPL_01308","KKOACABF_02954","OCCFHEHO_01469","MDCBHCFC_00852","ELIPLHKN_02548","GIOCAJEK_02216","KINKNFBI_00469","PLHLKKDO_00873","FNPFPPAG_02304","MPDACFMJ_01335","DNCMPOJM_02354","LCJDOLDM_03337","AKHABIKF_03548","DHKOHJCB_02404","FAMPPICK_02447"
"group_3147","","hypothetical protein","32","32","1","114","9233","","","","893","893","893","CBPJGFDI_00851","JOALHOIP_01553","PLLECCHL_01488","CKPFFKFG_00377","EJLPBIDD_03669","KBFHEIFM_02319","LHNFOEJC_02292","OPAAANOD_00613","CBBMCBHD_02635","DDCFCBDF_01426","DFPKOMDA_02988","KAALHNMO_03997","MMHBEFPG_01999","ALMECFFD_03752","MLEOMEED_01623","AGNKOGBN_03839","NADAGIKK_02870","ADNDDJPL_01313","KKOACABF_02959","OCCFHEHO_01464","MDCBHCFC_00857","ELIPLHKN_02553","GIOCAJEK_02211","KINKNFBI_00474","PLHLKKDO_00878","FNPFPPAG_02299","MPDACFMJ_01330","DNCMPOJM_02349","LCJDOLDM_03332","AKHABIKF_03553","DHKOHJCB_02399","FAMPPICK_02442"
"group_3148","","hypothetical protein","32","32","1","114","9234","","","","194","194","194","CBPJGFDI_00852","JOALHOIP_01554","PLLECCHL_01487","CKPFFKFG_00376","EJLPBIDD_03668","KBFHEIFM_02318","LHNFOEJC_02291","OPAAANOD_00612","CBBMCBHD_02636","DDCFCBDF_01427","DFPKOMDA_02989","KAALHNMO_03998","MMHBEFPG_01998","ALMECFFD_03751","MLEOMEED_01624","AGNKOGBN_03838","NADAGIKK_02871","ADNDDJPL_01314","KKOACABF_02960","OCCFHEHO_01463","MDCBHCFC_00858","ELIPLHKN_02554","GIOCAJEK_02210","KINKNFBI_00475","PLHLKKDO_00879","FNPFPPAG_02298","MPDACFMJ_01329","DNCMPOJM_02348","LCJDOLDM_03331","AKHABIKF_03554","DHKOHJCB_02398","FAMPPICK_02441"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P) ]","32","32","1","114","9237","","","","1022","1037","1035","CBPJGFDI_00854","JOALHOIP_01556","PLLECCHL_01485","CKPFFKFG_00374","EJLPBIDD_03666","KBFHEIFM_02316","LHNFOEJC_02289","OPAAANOD_00610","CBBMCBHD_02638","DDCFCBDF_01429","DFPKOMDA_02991","KAALHNMO_04000","MMHBEFPG_01996","ALMECFFD_03749","MLEOMEED_01626","AGNKOGBN_03836","NADAGIKK_02873","ADNDDJPL_01316","KKOACABF_02962","OCCFHEHO_01461","MDCBHCFC_00860","ELIPLHKN_02556","GIOCAJEK_02208","KINKNFBI_00477","PLHLKKDO_00881","FNPFPPAG_02296","MPDACFMJ_01327","DNCMPOJM_02346","LCJDOLDM_03329","AKHABIKF_03556","DHKOHJCB_02396","FAMPPICK_02439"
"hepS","","Heptaprenyl diphosphate synthase component 1","32","32","1","114","9244","","","","764","764","764","CBPJGFDI_00861","JOALHOIP_01563","PLLECCHL_01478","CKPFFKFG_00367","EJLPBIDD_03659","KBFHEIFM_02309","LHNFOEJC_02282","OPAAANOD_00603","CBBMCBHD_02645","DDCFCBDF_01436","DFPKOMDA_02998","KAALHNMO_04007","MMHBEFPG_01989","ALMECFFD_03742","MLEOMEED_01633","AGNKOGBN_03829","NADAGIKK_02880","ADNDDJPL_01323","KKOACABF_02969","OCCFHEHO_01454","MDCBHCFC_00867","ELIPLHKN_02563","GIOCAJEK_02201","KINKNFBI_00484","PLHLKKDO_00888","FNPFPPAG_02289","MPDACFMJ_01320","DNCMPOJM_02339","LCJDOLDM_03322","AKHABIKF_03563","DHKOHJCB_02389","FAMPPICK_02432"
"menG","","Demethylmenaquinone methyltransferase","32","32","1","114","9245","","","","701","701","701","CBPJGFDI_00862","JOALHOIP_01564","PLLECCHL_01477","CKPFFKFG_00366","EJLPBIDD_03658","KBFHEIFM_02308","LHNFOEJC_02281","OPAAANOD_00602","CBBMCBHD_02646","DDCFCBDF_01437","DFPKOMDA_02999","KAALHNMO_04008","MMHBEFPG_01988","ALMECFFD_03741","MLEOMEED_01634","AGNKOGBN_03828","NADAGIKK_02881","ADNDDJPL_01324","KKOACABF_02970","OCCFHEHO_01453","MDCBHCFC_00868","ELIPLHKN_02564","GIOCAJEK_02200","KINKNFBI_00485","PLHLKKDO_00889","FNPFPPAG_02288","MPDACFMJ_01319","DNCMPOJM_02338","LCJDOLDM_03321","AKHABIKF_03564","DHKOHJCB_02388","FAMPPICK_02431"
"aroH","","Chorismate mutase AroH","32","32","1","114","9251","","","","383","383","383","CBPJGFDI_00868","JOALHOIP_01570","PLLECCHL_01471","CKPFFKFG_00360","EJLPBIDD_03651","KBFHEIFM_02302","LHNFOEJC_02275","OPAAANOD_00596","CBBMCBHD_02652","DDCFCBDF_01443","DFPKOMDA_03005","KAALHNMO_04014","MMHBEFPG_01982","ALMECFFD_03735","MLEOMEED_01640","AGNKOGBN_03822","NADAGIKK_02887","ADNDDJPL_01330","KKOACABF_02976","OCCFHEHO_01447","MDCBHCFC_00874","ELIPLHKN_02570","GIOCAJEK_02194","KINKNFBI_00491","PLHLKKDO_00895","FNPFPPAG_02282","MPDACFMJ_01313","DNCMPOJM_02332","LCJDOLDM_03315","AKHABIKF_03570","DHKOHJCB_02382","FAMPPICK_02425"
"trpB","","Tryptophan synthase beta chain","32","32","1","114","9259","","","","1202","1202","1202","CBPJGFDI_00873","JOALHOIP_01575","PLLECCHL_01466","CKPFFKFG_00355","EJLPBIDD_03645","KBFHEIFM_02297","LHNFOEJC_02270","OPAAANOD_00590","CBBMCBHD_02657","DDCFCBDF_01448","DFPKOMDA_03010","KAALHNMO_04019","MMHBEFPG_01977","ALMECFFD_03730","MLEOMEED_01645","AGNKOGBN_03817","NADAGIKK_02892","ADNDDJPL_01335","KKOACABF_02981","OCCFHEHO_01442","MDCBHCFC_00879","ELIPLHKN_02575","GIOCAJEK_02189","KINKNFBI_00496","PLHLKKDO_00900","FNPFPPAG_02277","MPDACFMJ_01308","DNCMPOJM_02327","LCJDOLDM_03310","AKHABIKF_03575","DHKOHJCB_02377","FAMPPICK_02420"
"hisC","","Histidinol-phosphate aminotransferase","32","32","1","114","9261","","","","1082","1082","1082","CBPJGFDI_00875","JOALHOIP_01577","PLLECCHL_01464","CKPFFKFG_00353","EJLPBIDD_03643","KBFHEIFM_02295","LHNFOEJC_02268","OPAAANOD_00588","CBBMCBHD_02659","DDCFCBDF_01450","DFPKOMDA_03012","KAALHNMO_04021","MMHBEFPG_01975","ALMECFFD_03728","MLEOMEED_01647","AGNKOGBN_03815","NADAGIKK_02894","ADNDDJPL_01337","KKOACABF_02983","OCCFHEHO_01440","MDCBHCFC_00881","ELIPLHKN_02577","GIOCAJEK_02187","KINKNFBI_00498","PLHLKKDO_00902","FNPFPPAG_02275","MPDACFMJ_01306","DNCMPOJM_02325","LCJDOLDM_03308","AKHABIKF_03577","DHKOHJCB_02375","FAMPPICK_02418"
