query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_03244,574375.BAGA_19020,1.7699999999999998e-41,144.0,"COG0817@1|root,COG0817@2|Bacteria,1TZCH@1239|Firmicutes,4I8KJ@91061|Bacilli,1ZPMA@1386|Bacillus",2|Bacteria,L,Crossover junction endodeoxyribonuclease RuvC,ruvC,"GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576",3.1.22.4,ko:K01159,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,RuvC,"GO:0006950,GO:0006281,GO:0000725,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_03295,224308.BSU11720,1.23e-182,508.0,"COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,1ZAP0@1386|Bacillus",2|Bacteria,I,Enoyl- acyl-carrier-protein reductase NADH,fabI,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576","1.3.1.10,1.3.1.9",ko:K00208,"ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212","M00083,M00572","R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671","RC00052,RC00076,RC00120","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2,"GO:0006950,GO:0070417,GO:0033554,GO:0009409",General Stress,Stress Response
OGCDPPDJ_03307,224308.BSU11600,5.06e-145,409.0,"COG2357@1|root,COG2357@2|Bacteria,1TQ2F@1239|Firmicutes,4HA3Q@91061|Bacilli,1ZBM8@1386|Bacillus",2|Bacteria,S,GTP pyrophosphokinase,yjbM,"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008728,GO:0008893,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009259,GO:0009605,GO:0009987,GO:0009991,GO:0015969,GO:0016020,GO:0016740,GO:0016772,GO:0016778,GO:0016787,GO:0016788,GO:0016794,GO:0019637,GO:0019693,GO:0030312,GO:0031667,GO:0033865,GO:0033875,GO:0034032,GO:0034035,GO:0034641,GO:0042278,GO:0042578,GO:0042594,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0046128,GO:0046483,GO:0050896,GO:0055086,GO:0071704,GO:0071944,GO:0072521,GO:1901068,GO:1901135,GO:1901360,GO:1901564,GO:1901657",2.7.6.5,ko:K07816,"ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,RelA_SpoT,"GO:0006950,GO:0042594",General Stress,Stress Response
OGCDPPDJ_03369,224308.BSU11020,4.29e-77,233.0,"COG1666@1|root,COG1666@2|Bacteria,1VQZH@1239|Firmicutes,4HUT5@91061|Bacilli,1ZRBD@1386|Bacillus",2|Bacteria,S,Belongs to the UPF0234 family,yajQ,"GO:0000049,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005524,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006974,GO:0008144,GO:0008150,GO:0009987,GO:0017076,GO:0019001,GO:0030554,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0033554,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051716,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K09767,-,-,-,-,ko00000,-,-,-,DUF520,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_03372,224308.BSU10990,3.85e-198,549.0,"COG0454@1|root,COG0454@2|Bacteria,1UHT6@1239|Firmicutes,4IS8U@91061|Bacilli,1ZS32@1386|Bacillus",2|Bacteria,K,Acetyltransferase (GNAT) domain,yitH,"GO:0001101,GO:0003674,GO:0003824,GO:0006066,GO:0006355,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009847,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010034,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016407,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019152,GO:0019219,GO:0019222,GO:0019751,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032502,GO:0034077,GO:0034078,GO:0034311,GO:0034313,GO:0042180,GO:0042182,GO:0042221,GO:0042844,GO:0042846,GO:0043894,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0045013,GO:0045014,GO:0045149,GO:0045150,GO:0045892,GO:0045934,GO:0045990,GO:0046015,GO:0046164,GO:0046174,GO:0046677,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0055114,GO:0060255,GO:0061984,GO:0061985,GO:0061986,GO:0065007,GO:0070887,GO:0071229,GO:0071236,GO:0071310,GO:0071311,GO:0071496,GO:0071704,GO:0080090,GO:1901575,GO:1901615,GO:1901616,GO:1901700,GO:1901701,GO:1902652,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141",-,ko:K04766,-,-,-,-,"ko00000,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10","GO:0071236,GO:0046677",Antibiotic Response,Stress Response
OGCDPPDJ_03409,224308.BSU10620,0.0,2301.0,"COG3857@1|root,COG3857@2|Bacteria,1TQJW@1239|Firmicutes,4HAY6@91061|Bacilli,1ZC70@1386|Bacillus",2|Bacteria,L,ATP-dependent helicase deoxyribonuclease subunit B,addB,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0004518,GO:0004519,GO:0004527,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016788,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0140097,GO:1901360","3.1.21.3,3.6.4.12","ko:K01153,ko:K16899",-,-,-,-,"ko00000,ko01000,ko02048,ko03400",-,-,-,"Exonuc_V_gamma,PDDEXK_1,UvrD_C","GO:0006950,GO:0006281,GO:0033554,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_03455,224308.BSU10130,3.41e-231,635.0,"COG0276@1|root,COG0276@2|Bacteria,1TPKF@1239|Firmicutes,4HAYG@91061|Bacilli,1ZAZ6@1386|Bacillus",2|Bacteria,H,Catalyzes the ferrous insertion into protoporphyrin IX,hemH,"GO:0003674,GO:0003824,GO:0004325,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","4.99.1.1,4.99.1.9",ko:K01772,"ko00860,ko01100,ko01110,map00860,map01100,map01110",M00121,"R00310,R11329",RC01012,"ko00000,ko00001,ko00002,ko01000",-,-,-,Ferrochelatase,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_03456,224308.BSU10120,3.17e-260,712.0,"COG0407@1|root,COG0407@2|Bacteria,1TR8Q@1239|Firmicutes,4HAXT@91061|Bacilli,1ZDGX@1386|Bacillus",2|Bacteria,H,Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III,hemE,"GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.1.1.246,4.1.1.37","ko:K01599,ko:K14080","ko00680,ko00860,ko01100,ko01110,ko01120,ko01200,map00680,map00860,map01100,map01110,map01120,map01200","M00121,M00356","R03197,R04972,R09098,R10000","RC00035,RC00872,RC01144,RC02440","ko00000,ko00001,ko00002,ko01000",-,-,iAF987.Gmet_0016,URO-D,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_03472,224308.BSU09950,4.04e-162,459.0,"COG0760@1|root,COG0760@2|Bacteria,1TX3R@1239|Firmicutes,4HC85@91061|Bacilli,1ZC6P@1386|Bacillus",2|Bacteria,M,plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins,prsA,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704,GO:0140096,GO:1901564",5.2.1.8,"ko:K01802,ko:K03769,ko:K07533",-,-,-,-,"ko00000,ko01000,ko03110",-,-,-,"Rotamase,Rotamase_3,Trigger_C",GO:0006457,Protein Protection,Stress Response
OGCDPPDJ_03524,224308.BSU09400,0.0,955.0,"COG2719@1|root,COG2719@2|Bacteria,1TRHQ@1239|Firmicutes,4HBAW@91061|Bacilli,1ZAT5@1386|Bacillus",2|Bacteria,S,Stage V sporulation protein R,spoVR,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,ko:K06415,-,-,-,-,ko00000,-,-,-,SpoVR,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_03537,224308.BSU09270,5.3499999999999997e-135,382.0,"COG1954@1|root,COG1954@2|Bacteria,1V4IE@1239|Firmicutes,4HH9Q@91061|Bacilli,1ZCJN@1386|Bacillus",2|Bacteria,K,Regulates expression of the glpD operon. In the presence of glycerol 3-phosphate (G3P) causes antitermination of transcription of glpD at the inverted repeat of the leader region to enhance its transcription. Binds and stabilizes glpD leader mRNA,glpP,"GO:0001072,GO:0001678,GO:0003674,GO:0005975,GO:0006066,GO:0006071,GO:0006355,GO:0008150,GO:0008152,GO:0009743,GO:0009746,GO:0009749,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019219,GO:0019222,GO:0019400,GO:0019725,GO:0019751,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031554,GO:0031564,GO:0033500,GO:0034284,GO:0042221,GO:0042592,GO:0042593,GO:0043242,GO:0043244,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046677,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048878,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051129,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051716,GO:0055082,GO:0060255,GO:0060567,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071704,GO:0080090,GO:0140110,GO:1901615,GO:1901700,GO:1901701,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141",-,ko:K02443,-,-,-,-,"ko00000,ko03000",-,-,-,G3P_antiterm,GO:0046677,Antibiotic Response,Stress Response
OGCDPPDJ_03553,224308.BSU09100,1.91e-42,138.0,"COG1278@1|root,COG1278@2|Bacteria,1VEE0@1239|Firmicutes,4HNJC@91061|Bacilli,1ZHTU@1386|Bacillus",2|Bacteria,K,Cold-shock protein,cspB,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141",-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD,"GO:0006950,GO:0009409",General Stress,Stress Response
OGCDPPDJ_03565,224308.BSU08970,0.0,1227.0,"COG2766@1|root,COG2766@2|Bacteria,1TRTW@1239|Firmicutes,4HA8A@91061|Bacilli,1ZBM9@1386|Bacillus",2|Bacteria,T,Ser protein kinase,prkA,"GO:0003674,GO:0003824,GO:0004672,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0042594,GO:0043170,GO:0043412,GO:0043562,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0140096,GO:1901564",-,ko:K07180,-,-,-,-,ko00000,-,-,-,"AAA_PrkA,PrkA","GO:0006950,GO:0009267,GO:0033554,GO:0006995,GO:0042594",General Stress,Stress Response
OGCDPPDJ_03582,224308.BSU08820,0.0,992.0,"COG0753@1|root,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus",2|Bacteria,P,serves to protect cells from the toxic effects of hydrogen peroxide,katA,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748",1.11.1.6,ko:K03781,"ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000",-,-,-,"Catalase,Catalase-rel","GO:0006950,GO:0042542,GO:0000302,GO:0006979,GO:0046677",General Stress,Stress Response
OGCDPPDJ_03642,224308.BSU05510,3.11e-73,219.0,"COG0526@1|root,COG0526@2|Bacteria,1VFUD@1239|Firmicutes,4HNQS@91061|Bacilli,1ZJBR@1386|Bacillus",2|Bacteria,CO,Thioredoxin,traF,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",-,ko:K12057,-,-,-,-,"ko00000,ko02044",3.A.7.11.1,-,-,"Thioredoxin,TraF","GO:0006950,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_03685,224308.BSU05130,3.5700000000000003e-103,298.0,"COG1329@1|root,COG1329@2|Bacteria,1V40K@1239|Firmicutes,4HI9J@91061|Bacilli,1ZG97@1386|Bacillus",2|Bacteria,K,Transcription factor,carD,"GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0015968,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0040007,GO:0042594,GO:0044419,GO:0050896,GO:0051704,GO:0051716,GO:0071496",-,ko:K07736,-,-,-,-,"ko00000,ko03000",-,-,-,CarD_CdnL_TRCF,"GO:0006950,GO:0009267,GO:0015968,GO:0033554,GO:0042594",General Stress,Stress Response
OGCDPPDJ_03704,224308.BSU04740,1.86e-141,399.0,"COG2208@1|root,COG2208@2|Bacteria,1V0BN@1239|Firmicutes,4HECS@91061|Bacilli,1ZEVQ@1386|Bacillus",2|Bacteria,KT,Sigma factor PP2C-like phosphatases,rsbX,"GO:0005575,GO:0005623,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0042601,GO:0042763,GO:0044464,GO:0050896","3.1.3.16,3.1.3.3","ko:K05518,ko:K06382",-,-,-,-,"ko00000,ko01000,ko03021",-,-,-,"PP2C_2,SpoIIE","GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_03705,224308.BSU04730,1.55e-178,498.0,"COG1191@1|root,COG1191@2|Bacteria,1TP3Q@1239|Firmicutes,4HBIW@91061|Bacilli,1ZBAP@1386|Bacillus",2|Bacteria,K,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,sigB,"GO:0000988,GO:0000990,GO:0003674,GO:0005488,GO:0005515,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006629,GO:0006725,GO:0006807,GO:0006950,GO:0006979,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009267,GO:0009409,GO:0009605,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0032774,GO:0033554,GO:0034059,GO:0034641,GO:0034645,GO:0034654,GO:0036293,GO:0042221,GO:0042594,GO:0043170,GO:0043175,GO:0043254,GO:0043562,GO:0043620,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070063,GO:0070417,GO:0070482,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2001141",-,"ko:K03090,ko:K03091,ko:K03093",-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r3,Sigma70_r4","GO:0006950,GO:0034059,GO:0009267,GO:0009409,GO:0070417,GO:0006979,GO:0033554,GO:0046677,GO:0006995,GO:0042594",General Stress,Stress Response
OGCDPPDJ_03720,224308.BSU04580,0.0,920.0,"COG0513@1|root,COG0513@2|Bacteria,1TPAP@1239|Firmicutes,4HAB3@91061|Bacilli,1ZAPP@1386|Bacillus",2|Bacteria,JKL,"DEAD-box RNA helicase possibly involved in RNA degradation. Unwinds dsRNA in both 5'- and 3'-directions, has RNA- dependent ATPase activity",cshA,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363",3.6.4.13,"ko:K05592,ko:K18692","ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03009,ko03019",-,-,-,"DEAD,DbpA,Helicase_C","GO:0006950,GO:0009409",General Stress,Stress Response
OGCDPPDJ_03723,224308.BSU04550,4.19e-75,224.0,"COG0526@1|root,COG0526@2|Bacteria,1VA84@1239|Firmicutes,4HKCD@91061|Bacilli,1ZHXM@1386|Bacillus",2|Bacteria,CO,Thioredoxin,ydbP,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748","2.7.1.180,5.3.4.1","ko:K01829,ko:K03671,ko:K03734,ko:K06196","ko04621,ko05418,map04621,map05418",-,-,-,"ko00000,ko00001,ko01000,ko02000,ko03110",5.A.1.2,-,-,"Rhodanese,Thioredoxin,Thioredoxin_7","GO:0006950,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_03736,224308.BSU04430,2.24e-197,546.0,"COG3546@1|root,COG3546@2|Bacteria,1TQVQ@1239|Firmicutes,4H9XR@91061|Bacilli,1ZBZ9@1386|Bacillus",2|Bacteria,P,Catalase,ydbD,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,"ko:K06334,ko:K07217",-,-,-,-,ko00000,-,-,-,Mn_catalase,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_03859,224308.BSU03280,0.0,973.0,"COG0007@1|root,COG1587@1|root,COG0007@2|Bacteria,COG1587@2|Bacteria,1TQNH@1239|Firmicutes,4HBB7@91061|Bacilli,1ZBV1@1386|Bacillus",2|Bacteria,H,Belongs to the precorrin methyltransferase family,cobA,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.1.1.107,4.2.1.75","ko:K01719,ko:K02303,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,"R03165,R03194","RC00003,RC00871,RC01861","ko00000,ko00001,ko00002,ko01000",-,-,"iHN637.CLJU_RS15755,iYO844.BSU15610","HEM4,TP_methylase","GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0019354,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
